href,dow,key
https://www.instagram.com/p/BxFbIwllC9q/,thursday,20191107_042227
https://www.instagram.com/p/Bu4l_oSAevp/,thursday,20191107_042227
https://www.instagram.com/p/B4DZYJjn3mZ/,thursday,20191107_042227
https://www.instagram.com/p/BvRJZEUjOvX/,thursday,20191107_042227
https://www.instagram.com/p/B4OB37zn5ie/,thursday,20191107_042227
